"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"3","2","4","3","4","2","3","3","2","2","3","4","4","3","3","3","3","2","3","2","2","4","3","4","3","3","3","3","3","4","3","1","3","3","3","4","3","3","3","2","3","3","4","3","4","2","3","2","4","4","4880","6445","4945","3531","2911","2934","4295","2962","4250","2857","5092","4900","4211","4405","4405","5103","3411","3385","3704","3186","8100","2860","4094","3397","4212","2766","2613","2758","3356","4007","4309","6743","3260","3401","3119","4380","2671","4549","2542","8049","4611","4720","4421","4914","2866","3733","3419","3161","2731","2974","2016-05-28 16:19:39","1024","1366","4","204",21,1,"CA","43.6425","-79.3872"
"5","1","5","1","5","1","5","1","5","1","3","5","5","3","1","5","5","5","5","3","5","5","5","5","1","5","1","5","5","3","3","5","5","5","3","5","3","3","1","1","3","1","5","3","3","1","5","5","5","5","7772","6959","3255","3252","3871","9661","693","7073","7161","2982","7426","4050","2968","5735","3151","6360","3101","2862","2987","2461","9609","7607","2880","4773","3599","4555","2709","4032","2936","4287","21134","10248","2712","4149","4137","4603","3510","2725","4264","3774","10601","4605","3260","5015","2129","5699","3725","2716","3925","3270","2017-01-06 12:35:58","320","568","20","249",15,1,"CO","6.2518","-75.5636"
"4","5","4","2","4","3","4","2","5","2","2","4","2","3","1","3","2","4","2","1","4","3","3","4","2","3","2","4","4","4","3","1","4","2","3","4","3","2","3","4","4","2","5","2","5","1","5","2","4","5","9162","3052","1907","2602","1627","9478","3375","2400","3454","1778","2942","2007","2721","1757","5511","2861","2300","2540","3755","1787","4191","3745","4238","2529","2008","2871","3675","2441","3795","2048","2851","3545","1525","2159","2269","1647","2850","2510","1476","2189","2078","2109","3312","2299","2369","3344","2389","2208","2560","1184","2016-03-10 18:13:30","1920","1080","10","147",12,1,"US","39.0639","-108.5507"
"3","2","4","3","4","2","4","4","3","3","2","5","3","4","3","1","2","3","3","2","4","4","1","4","4","5","3","4","5","4","2","4","3","3","2","2","3","3","4","4","5","2","2","2","4","4","4","5","4","2","5812","3561","2304","4075","5245","11495","3258","2952","4724","5693","5379","2667","2201","2515","2176","4457","10714","21601","3298","2065","4479","4451","3601","2044","12616","2933","2513","4174","2783","1739","2870","4805","4878","3369","2387","5790","5757","22682","3420","3703","1874","6562","3476","5291","2650","3192","2620","7228","2542","2342","2018-03-30 23:40:50","1440","900","2","249",8,1,"NL","52.0938","5.1191"
"2","2","3","3","1","4","4","2","2","2","4","2","4","2","4","4","5","4","4","3","5","4","4","5","1","0","1","2","3","3","3","3","3","4","4","3","3","3","2","3","5","1","5","1","5","1","3","5","4","5","12003","5575","5186","14853","6685","8767","6053","9706","6233","3460","5082","9212","5946","224879","19448","2637","2964","4620","2319","7940","31718","17972","11779","4280","4520","0","3489","4060","2374","4575","5144","15319","4049","3269","14192","29902","3292","6639","3969","5394","11014","8166","7803","14180","7829","23406","4976","2823","15528","2017","2018-09-07 02:00:11","360","640","7","639",18,2,"IE","53.3331","-6.2489"
"2","1","2","2","4","2","1","2","4","4","4","2","5","2","4","4","4","4","5","2","1","4","2","2","2","2","2","5","2","2","2","4","5","4","1","4","4","2","5","4","4","2","5","1","4","1","5","4","5","5","4540","1736","13328","3342","3080","3620","3249","2639","4082","2652","4478","886","11365","3251","591","3578","2173","2622","2442","10894","3399","3679","974","616","3279","6064","2794","2785","2319","10707","1117","2935","2569","5916","3006","839","3918","2573","4073","1953","2862","4762","7028","3031","2500","2463","2357","3747","4872","3505","2018-01-04 03:17:58","601","962","67","188",10,1,"FR","46.25","6.0833"
"2","3","2","4","3","1","1","3","2","4","4","1","5","2","4","2","4","4","4","3","3","2","4","1","4","4","4","2","2","2","5","4","4","2","3","2","4","2","5","5","4","1","4","1","5","1","5","3","5","5","7197","4040","8419","4228","9916","4336","18756","4475","3005","2550","2866","5472","3579","887","4000","5212","1986","5168","3900","2656","13752","8978","3329","3866","9435","4051","4580","11513","4587","4560","3304","8887","10227","12741","8740","5824","5622","14836","4190","3901","5721","4955","4318","2797","3637","8373","2916","9508","3437","2323","2018-06-10 14:14:41","1280","800","10","299",14,1,"US","43.6195","-116.1952"
"4","0","5","1","3","2","3","3","5","2","5","5","3","3","3","4","2","2","3","3","1","2","1","4","2","5","1","5","5","4","3","5","4","4","1","5","5","4","3","3","5","2","3","1","4","3","4","4","4","5","8623","0","5436","4077","3350","2727","6310","4690","5521","3746","5261","5248","11187","3317","4119","3340","5078","3209","2608","3369","4980","8734","2949","6262","5028","3039","8272","4260","2759","3869","6653","5371","4024","3303","3873","9216","3369","17056","3953","19833","4604","6150","6732","5582","3448","6416","4058","5311","3246","2355","2017-07-17 12:46:17","375","667","4","267",9,1,"US","38.0","-97.0"
"3","5","3","1","1","5","3","5","3","4","5","5","5","2","1","5","3","1","1","2","4","3","1","1","3","1","4","1","3","3","5","3","5","3","3","5","3","1","1","3","3","3","5","1","4","1","2","2","3","4","27171","7192","5365","11405","6274","12119","9498","9144","7286","6796","5459","8564","14233","11583","9866","6356","8019","7261","4566","8673","732","1048","7476","7621","13293","3542","9948","15136","8762","5936","6820","7085","8009","6142","6253","7552","6077","1270","5836","9755","5063","11312","13194","7388","6809","7973","5878","7113","5348","5480","2017-02-07 22:18:04","320","570","6","408",28,56,"US","37.4192","-122.0574"
"2","2","3","3","3","2","2","2","2","2","5","1","5","1","5","5","4","4","5","5","4","2","4","2","4","3","2","2","2","2","5","2","5","4","5","1","5","1","5","5","4","2","3","2","4","2","4","4","5","3","9201","2847","1232","4252","1317","2782","1364","1600","2353","1516","1000","1236","1183","1683","3143","1767","1199","962","1217","1084","1182","2453","1553","934","2125","902","2018","5333","1783","1101","4566","1396","789","5367","664","1466","1686","1067","1084","1400","2118","3300","6091","1251","1468","1316","1150","1001","834","1799","2018-05-28 14:11:57","375","667","12","103",9,1,"US","39.8417","-104.6958"
"3","1","4","2","4","2","4","3","4","2","2","2","4","3","2","2","2","2","5","3","1","4","2","5","2","5","2","4","5","4","4","3","5","1","4","1","4","3","4","4","3","1","4","4","4","1","4","3","3","4","5055","3548","2079","2902","984","3313","4975","2863","2440","1607","2642","4205","3281","3879","2081","3024","1390","2091","4706","1735","5246","2897","3128","2286","4047","1531","5538","2062","4407","2896","2805","2986","2232","2947","1363","2885","2617","4837","849","2539","3817","3082","1971","2233","2466","2999","2321","1799","2641","1533","2017-10-25 07:14:01","1518","853","3","145",11,1,"US","44.552","-69.6317"
"1","4","4","4","2","1","2","2","4","4","5","1","5","1","4","5","5","5","5","5","3","3","3","4","2","4","3","4","4","4","3","4","4","5","3","5","5","1","3","3","3","2","4","5","3","2","4","2","5","4","10463","5646","5752","8988","2852","12751","3671","5238","13880","5081","6763","3314","9263","17505","38741","2634","2084","29549","1648","2476","24930","3458","3554","3020","15078","3477","3712","43412","3332","19487","4648","8058","3853","14590","48133","17007","2155","1802","3382","5322","6697","8310","3147","6860","2893","2838","177496","59433","2336","3460","2017-12-17 03:24:59","1366","768","8","697",33,1,"IT","42.8333","12.8333"
"3","2","4","2","2","2","4","2","4","2","4","2","4","1","1","4","4","5","4","4","3","4","4","4","2","2","2","2","4","4","2","4","3","4","1","4","2","5","2","4","4","2","4","1","4","2","4","4","4","4","5462","1131","2920","2032","5111","3041","4734","1911","1717","3460","971","1517","1283","3263","2476","1435","2132","3569","3898","1873","2067","2299","761","2054","5190","4891","2722","2508","1770","3447","2566","1525","4013","1384","2298","3151","1430","7928","1263","1508","2394","1847","1009","2857","1775","1750","2110","1443","868","2123","2016-09-20 08:38:51","1280","800","220","262",75,118,"US","42.9294","-85.5456"
"4","1","5","2","5","1","5","2","5","2","4","4","4","2","4","3","4","4","4","4","1","5","5","4","2","4","1","5","4","5","2","1","5","5","2","3","4","4","2","3","1","3","5","2","3","1","3","1","5","4","6677","3209","5536","3085","4795","4923","7722","3006","2907","5172","4498","7168","3318","1042","243761","728","3489","2497","62388","2151","7957","4254","7939","2124","9247","2446","5982","9662","2714","2187","14774","6096","3962","9076","5152","4288","3492","9913","14725","8998","3968","6929","16442","15677","3214","45690","2795","2262","3217","2053","2016-05-18 12:36:37","375","667","5","616",19,2,"US","40.7895","-74.2628"
"2","3","3","4","3","3","1","5","2","5","5","2","4","1","2","4","3","1","1","4","1","4","1","5","1","5","2","4","5","3","2","2","4","3","1","5","3","2","1","4","5","4","5","2","2","1","2","5","5","4","5013","2837","4757","979","2709","1487","2544","6243","4615","2175","1808","3473","2378","2442","2377","5061","3255","3091","4273","3205","5483","1996","2925","1793","2529","2644","3583","5350","3534","4309","1207","3665","1678","2238","2405","2900","1972","2350","4220","4780","3497","5264","4121","6786","8454","4398","2186","3737","2592","929","2017-11-02 06:33:35","1366","768","32","172",14,5,"US","38.0","-97.0"
"1","4","4","5","2","4","1","5","1","5","4","5","5","1","4","1","5","5","1","5","4","5","1","5","2","2","2","4","5","5","5","1","5","1","4","1","1","3","2","5","2","2","1","4","3","5","5","2","5","3","5619","1446","4924","1949","1813","2694","2784","2156","2155","4051","2365","1823","1385","1998","4412","1997","2364","1421","1935","1235","3399","1457","1372","1494","2904","1226","3969","5956","1789","1924","3147","3637","2241","1851","1960","2638","3579","3548","3727","3764","2436","2061","1678","3773","2904","4086","1520","2536","2721","1716","2016-06-02 14:50:52","1366","768","6","133",9,1,"NONE","NONE","NONE"
"3","1","3","5","3","5","1","1","1","5","1","5","3","3","1","3","3","2","1","1","5","3","1","5","1","5","1","3","5","3","1","1","5","1","1","5","1","3","1","3","3","5","5","3","1","1","5","3","3","1","11029","6880","4591","7689","9616","4320","3824","4440","4616","7007","1664","6360","3816","3695","2672","4232","3656","4328","3456","2208","3936","3655","1848","1792","5616","1367","2472","8752","3608","3663","6616","3744","4344","2336","4168","2801","4680","5920","2744","8088","2872","4641","3247","3152","6416","4480","4095","7704","3712","2048","2017-05-30 06:26:49","1366","768","37","226",17,3,"KE","1.0","38.0"
"1","5","2","2","2","2","2","5","2","5","4","3","5","1","4","2","4","2","3","5","3","3","4","3","4","2","3","3","4","1","4","4","4","1","1","4","4","4","2","3","5","2","4","3","4","1","4","4","4","4","8911","4159","1685","4108","3671","3117","2689","2897","1422","2505","1288","5151","2217","1612","4955","3416","3678","3037","3846","2511","8640","3853","6859","4148","2650","4093","2735","4795","1683","2414","4182","3833","3243","8134","2576","6301","2185","2637","2484","2227","1746","3405","2463","7323","4146","3167","1246","4105","2585","2094","2018-07-09 19:47:15","1366","768","1001","180",10,1,"AU","-27.0","133.0"
"3","1","5","1","5","1","3","3","5","1","1","3","5","1","3","3","3","3","3","3","5","5","3","5","1","5","1","5","5","1","1","5","5","5","3","5","5","3","1","3","3","1","5","5","5","1","3","3","5","5","18209","39447","12283","12774","5125","6728","8448","8188","8077","7130","5254","12548","6311","8982","6255","6259","5792","6375","6550","6853","9931","993","6851","5517","12079","7898","5918","10028","6123","7989","6546","2440","5136","5660","12417","7735","7253","8421","5619","9622","5789","7075","6259","7782","7743","5448","7264","5572","7529","6564","2016-04-24 18:16:02","360","640","29","412",17,1,"US","38.0","-97.0"
"2","5","1","4","2","5","1","5","2","5","2","4","5","1","2","2","5","5","2","5","4","4","1","4","2","4","2","2","4","2","1","5","5","5","1","5","3","4","2","4","5","1","5","1","5","1","4","5","5","5","8686","1734","11387","1164","3010","2471","5912","2542","2914","2793","9587","2405","2966","2208","1767","3367","4314","2741","1763","2089","6480","1958","1480","1369","6867","1854","2805","5692","1457","2961","7473","2362","1832","2210","2528","4366","5135","27467","2986","2893","4214","4724","3369","4103","2011","3219","2517","2444","2064","1845","2017-10-12 11:27:15","360","640","59","203",12,1,"ID","-6.175","106.8286"
"1","3","2","4","2","4","2","4","1","4","5","2","4","1","3","4","4","4","4","5","4","2","2","3","2","3","3","4","3","3","2","3","3","3","2","3","2","3","2","2","3","3","4","1","2","2","2","3","3","2","13737","3624","9314","3408","3064","2577","5304","2792","6384","3001","5720","3520","7800","15552","2056","9089","2968","3607","2536","6327","7422","3361","3096","5776","4760","8760","29000","2128","2818","10288","2816","36823","2168","5599","2512","4247","2471","6407","2503","11952","5800","4710","3112","40672","2575","2744","4273","2216","3152","3023","2016-04-21 11:55:30","1280","1024","5","342",10,32,"US","37.9319","-121.6958"
"4","2","3","3","3","2","4","2","5","3","3","3","4","2","3","2","2","2","3","3","1","4","3","5","1","3","3","4","5","4","3","4","5","2","3","3","3","2","3","4","3","1","5","1","3","1","4","4","5","5","8538","3340","3765","7233","3774","2100","5384","3880","2963","3631","2413","8837","4255","4239","8460","3229","8959","15337","2353","3057","3434","10468","7736","3131","3853","6085","5044","5198","3604","5114","7291","4755","4770","3076","5762","3856","4534","11087","3292","3237","9058","3781","2875","2872","2633","2634","3843","1320","3783","1780","2016-03-30 18:18:20","1920","1080","11","247",13,1,"US","36.8874","-119.7697"
"2","2","3","3","4","2","3","4","2","3","5","2","5","2","2","4","4","3","4","2","1","3","2","4","2","4","2","4","4","3","5","2","5","1","3","2","4","1","5","4","5","1","4","2","4","2","3","5","2","3","8498","5432","2527","3167","3969","2745","5831","4656","3095","4648","7088","10575","38513","2527","3272","4048","1912","2584","3008","4408","2304","2964","4009","1665","3063","2919","3035","3560","2945","2920","4112","8497","4176","4080","3752","3489","2400","3168","3176","4176","1984","3273","4696","2488","3528","2344","2632","5352","2856","3095","2018-03-01 06:23:06","1600","900","37","227",22,165,"US","42.5378","-83.481"
"3","3","3","3","4","4","3","2","3","4","5","2","4","2","4","4","4","4","4","4","3","4","3","4","2","5","2","3","5","4","4","4","4","4","1","4","4","5","4","2","3","3","4","3","3","3","5","3","5","3","1431","1765","3843","1463","1256","2657","3818","3368","2384","2705","11493","3757","1642","976","2822","1908","2023","2154","1186","1986","1953","1372","2697","1547","3947","1884","1087","2407","2621","2225","5287","2292","2527","4518","3149","2118","1392","3189","4165","1532","4006","3748","2416","2609","2344","1864","1586","1784","1150","1064","2016-04-09 05:01:36","1440","900","2","130",70,1,"US","39.0362","-94.595"
"2","3","4","3","3","4","3","4","3","4","3","4","3","4","1","3","3","1","3","1","2","3","3","4","2","4","3","4","3","4","4","2","3","2","3","2","4","1","4","3","3","3","3","3","3","3","4","3","4","3","4868","3612","2631","1389","2418","5350","3682","1320","2157","2065","1772","2069","1094","2801","2255","2472","1712","2479","3615","1477","3113","1548","3341","1792","2661","2409","1377","2816","1711","2199","1365","3259","1258","2326","2193","911","1367","2120","2529","2365","2076","2625","1633","2402","2768","1397","1815","1723","1711","1163","2016-05-25 14:44:34","1680","1050","8","114",8,2,"US","42.8656","-73.7709"
"5","2","4","1","4","2","4","1","5","3","5","3","4","1","3","2","5","5","3","1","2","3","1","5","5","5","3","3","5","4","3","1","4","2","2","2","2","2","5","4","3","3","5","1","4","1","2","3","5","5","8271","6325","41048","2417","5109","6173","8316","3166","3750","2776","4916","6525","3639","3062","7537","5114","4594","2824","3200","1925","5317","3798","3120","3097","3395","2729","7691","4558","3059","6319","4512","5269","3039","2210","6241","9956","3873","3105","1383","8397","2614","6665","2969","2949","3788","4583","4617","3798","3295","3024","2017-09-12 06:39:57","1366","768","4","269",20,1,"US","38.0","-97.0"
